"","Province.Territory","date","S1_Gathering","S1_Flag","S2_Masks.Public","S2_Flag","S3_Schools","S3_Flag","S4_Masks.Schools","S4_Flag","S5_Care.home.visitation","S5_Flag","S6_Dining.and.restaurants","S6_Flag","S7_Non.essential.retail.business","S7_Flag","S8_Non.essential.services","S8_Flag","S9_Cultural.services.and.venues","S9_Flag","S10_Intra.Travel","S10_Flag","S11_Inter.Travel","S11_Flag","S12_Curfew","S12_Flag","stringencyIndex.x","stringencyIndex.y"
"1461","New Brunswick","2020-08-27",4,1,2,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1462","New Brunswick","2020-08-28",4,1,2,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1463","New Brunswick","2020-08-29",4,1,2,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1464","New Brunswick","2020-08-30",4,1,2,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1465","New Brunswick","2020-08-31",4,1,2,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1466","New Brunswick","2020-09-01",4,1,2,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1467","New Brunswick","2020-09-02",4,1,2,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1468","New Brunswick","2020-09-03",4,1,2,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1469","New Brunswick","2020-09-04",4,1,2,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1470","New Brunswick","2020-09-05",4,1,2,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1471","New Brunswick","2020-09-06",4,1,2,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1472","New Brunswick","2020-09-07",4,1,2,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1473","New Brunswick","2020-09-08",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1474","New Brunswick","2020-09-09",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1475","New Brunswick","2020-09-10",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1476","New Brunswick","2020-09-11",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1477","New Brunswick","2020-09-12",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1478","New Brunswick","2020-09-13",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1479","New Brunswick","2020-09-14",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1480","New Brunswick","2020-09-15",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1481","New Brunswick","2020-09-16",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1482","New Brunswick","2020-09-17",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1483","New Brunswick","2020-09-18",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1484","New Brunswick","2020-09-19",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1485","New Brunswick","2020-09-20",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1486","New Brunswick","2020-09-21",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1487","New Brunswick","2020-09-22",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1488","New Brunswick","2020-09-23",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1489","New Brunswick","2020-09-24",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1490","New Brunswick","2020-09-25",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1491","New Brunswick","2020-09-26",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1492","New Brunswick","2020-09-27",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1493","New Brunswick","2020-09-28",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1494","New Brunswick","2020-09-29",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1495","New Brunswick","2020-09-30",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1496","New Brunswick","2020-10-01",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1497","New Brunswick","2020-10-02",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1498","New Brunswick","2020-10-03",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1499","New Brunswick","2020-10-04",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1500","New Brunswick","2020-10-05",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1501","New Brunswick","2020-10-06",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1502","New Brunswick","2020-10-07",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1503","New Brunswick","2020-10-08",4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1504","New Brunswick","2020-10-09",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1505","New Brunswick","2020-10-10",4,1,3,1,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52,51.969696969697
"1506","New Brunswick","2020-10-11",4,1,4,0,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52,51.969696969697
"1507","New Brunswick","2020-10-12",4,1,4,0,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52,51.969696969697
"1508","New Brunswick","2020-10-13",4,1,4,0,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52,51.969696969697
"1509","New Brunswick","2020-10-14",4,1,4,0,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52,51.969696969697
"1510","New Brunswick","2020-10-15",4,1,4,0,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52,51.969696969697
"1511","New Brunswick","2020-10-16",4,1,4,0,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52,51.969696969697
"1512","New Brunswick","2020-10-17",4,1,4,0,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52,51.969696969697
"1513","New Brunswick","2020-10-18",4,1,4,0,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52,51.969696969697
"1514","New Brunswick","2020-10-19",4,1,4,0,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52,51.969696969697
"1515","New Brunswick","2020-10-20",4,1,4,0,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52,51.969696969697
"1516","New Brunswick","2020-10-21",4,1,4,0,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52,51.969696969697
"1517","New Brunswick","2020-10-22",5,0,4,0,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52.9,52.8787878787879
"1518","New Brunswick","2020-10-23",5,0,4,0,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52.9,52.8787878787879
"1519","New Brunswick","2020-10-24",5,0,4,0,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52.9,52.8787878787879
"1520","New Brunswick","2020-10-25",5,0,4,0,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52.9,52.8787878787879
"1521","New Brunswick","2020-10-26",5,0,4,0,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52.9,52.8787878787879
"1522","New Brunswick","2020-10-27",5,0,4,0,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52.9,52.8787878787879
"1523","New Brunswick","2020-10-28",5,0,4,0,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52.9,52.8787878787879
"1524","New Brunswick","2020-10-29",5,0,4,0,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52.9,52.8787878787879
"1525","New Brunswick","2020-10-30",5,0,4,0,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52.9,52.8787878787879
"1526","New Brunswick","2020-10-31",5,0,4,0,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52.9,52.8787878787879
"1527","New Brunswick","2020-11-01",5,0,4,0,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52.9,52.8787878787879
"1528","New Brunswick","2020-11-02",5,0,4,0,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52.9,52.8787878787879
"1529","New Brunswick","2020-11-03",5,0,4,0,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52.9,52.8787878787879
"1530","New Brunswick","2020-11-04",5,0,4,0,1,1,3,0,1,1,1,1,1,1,2,0,1,1,0,NA,1,1,0,NA,52.9,52.8787878787879
"1531","New Brunswick","2020-11-05",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1532","New Brunswick","2020-11-06",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1533","New Brunswick","2020-11-07",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1534","New Brunswick","2020-11-08",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1535","New Brunswick","2020-11-09",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1536","New Brunswick","2020-11-10",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1537","New Brunswick","2020-11-11",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1538","New Brunswick","2020-11-12",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1539","New Brunswick","2020-11-13",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1540","New Brunswick","2020-11-14",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1541","New Brunswick","2020-11-15",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1542","New Brunswick","2020-11-16",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1543","New Brunswick","2020-11-17",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1544","New Brunswick","2020-11-18",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1545","New Brunswick","2020-11-19",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1546","New Brunswick","2020-11-20",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1547","New Brunswick","2020-11-21",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1548","New Brunswick","2020-11-22",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1549","New Brunswick","2020-11-23",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1550","New Brunswick","2020-11-24",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1551","New Brunswick","2020-11-25",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1552","New Brunswick","2020-11-26",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1553","New Brunswick","2020-11-27",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1554","New Brunswick","2020-11-28",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1555","New Brunswick","2020-11-29",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1556","New Brunswick","2020-11-30",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1557","New Brunswick","2020-12-01",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1558","New Brunswick","2020-12-02",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1559","New Brunswick","2020-12-03",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1560","New Brunswick","2020-12-04",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1561","New Brunswick","2020-12-05",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1562","New Brunswick","2020-12-06",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1563","New Brunswick","2020-12-07",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1564","New Brunswick","2020-12-08",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1565","New Brunswick","2020-12-09",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1566","New Brunswick","2020-12-10",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1567","New Brunswick","2020-12-11",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1568","New Brunswick","2020-12-12",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1569","New Brunswick","2020-12-13",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1570","New Brunswick","2020-12-14",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1571","New Brunswick","2020-12-15",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1572","New Brunswick","2020-12-16",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1573","New Brunswick","2020-12-17",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1574","New Brunswick","2020-12-18",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1575","New Brunswick","2020-12-19",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1576","New Brunswick","2020-12-20",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1577","New Brunswick","2020-12-21",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1578","New Brunswick","2020-12-22",5,0,4,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,50.6,50.6060606060606
"1579","New Brunswick","2020-12-23",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1580","New Brunswick","2020-12-24",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1581","New Brunswick","2020-12-25",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1582","New Brunswick","2020-12-26",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1583","New Brunswick","2020-12-27",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1584","New Brunswick","2020-12-28",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1585","New Brunswick","2020-12-29",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1586","New Brunswick","2020-12-30",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1587","New Brunswick","2020-12-31",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1588","New Brunswick","2021-01-01",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1589","New Brunswick","2021-01-02",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1590","New Brunswick","2021-01-03",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1591","New Brunswick","2021-01-04",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1592","New Brunswick","2021-01-05",4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,48.2,48.1818181818182
"1593","New Brunswick","2021-01-06",5,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,53,53.030303030303
"1594","New Brunswick","2021-01-07",5,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,53,53.030303030303
"1595","New Brunswick","2021-01-08",5,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,53,53.030303030303
"1596","New Brunswick","2021-01-09",5,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,53,53.030303030303
"1597","New Brunswick","2021-01-10",5,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,53,53.030303030303
"1598","New Brunswick","2021-01-11",5,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,53,53.030303030303
"1599","New Brunswick","2021-01-12",5,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,53,53.030303030303
"1600","New Brunswick","2021-01-13",5,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,53,53.030303030303
"1601","New Brunswick","2021-01-14",5,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,53,53.030303030303
"1602","New Brunswick","2021-01-15",5,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,53,53.030303030303
"1603","New Brunswick","2021-01-16",5,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,53,53.030303030303
"1604","New Brunswick","2021-01-17",5,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,0,NA,53,53.030303030303
"1605","New Brunswick","2021-01-18",5,1,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,59.8,59.8484848484849
"1606","New Brunswick","2021-01-19",5,1,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,59.8,59.8484848484849
"1607","New Brunswick","2021-01-20",5,1,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,59.8,59.8484848484849
"1608","New Brunswick","2021-01-21",5,1,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,59.8,59.8484848484849
"1609","New Brunswick","2021-01-22",5,1,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,59.8,59.8484848484849
"1610","New Brunswick","2021-01-23",5,1,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,59.8,59.8484848484849
"1611","New Brunswick","2021-01-24",5,1,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,59.8,59.8484848484849
"1612","New Brunswick","2021-01-25",5,1,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,59.8,59.8484848484849
"1613","New Brunswick","2021-01-26",5,1,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,59.8,59.8484848484849
"1614","New Brunswick","2021-01-27",5,1,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,59.8,59.8484848484849
"1615","New Brunswick","2021-01-28",5,1,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,59.8,59.8484848484849
"1616","New Brunswick","2021-01-29",5,0,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,58.9,58.9393939393939
"1617","New Brunswick","2021-01-30",5,0,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,58.9,58.9393939393939
"1618","New Brunswick","2021-01-31",5,0,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,58.9,58.9393939393939
"1619","New Brunswick","2021-02-01",5,0,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,58.9,58.9393939393939
"1620","New Brunswick","2021-02-02",5,0,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,58.9,58.9393939393939
"1621","New Brunswick","2021-02-03",5,0,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,58.9,58.9393939393939
"1622","New Brunswick","2021-02-04",5,0,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,58.9,58.9393939393939
"1623","New Brunswick","2021-02-05",5,0,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,58.9,58.9393939393939
"1624","New Brunswick","2021-02-06",5,0,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,58.9,58.9393939393939
"1625","New Brunswick","2021-02-07",5,0,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,58.9,58.9393939393939
"1626","New Brunswick","2021-02-08",5,0,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,58.9,58.9393939393939
"1627","New Brunswick","2021-02-09",5,0,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,58.9,58.9393939393939
"1628","New Brunswick","2021-02-10",5,0,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,58.9,58.9393939393939
"1629","New Brunswick","2021-02-11",5,0,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,58.9,58.9393939393939
"1630","New Brunswick","2021-02-12",5,0,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,58.9,58.9393939393939
"1631","New Brunswick","2021-02-13",5,0,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,58.9,58.9393939393939
"1632","New Brunswick","2021-02-14",5,0,4,1,1,1,3,1,1,1,2,0,1,1,2,0,2,0,0,NA,1,1,0,NA,58.9,58.9393939393939
