"","Province.Territory","date","S1_Gathering","S1_Flag","S2_Masks.Public","S2_Flag","S3_Schools","S3_Flag","S4_Masks.Schools","S4_Flag","S5_Care.home.visitation","S5_Flag","S6_Dining.and.restaurants","S6_Flag","S7_Non.essential.retail.business","S7_Flag","S8_Non.essential.services","S8_Flag","S9_Cultural.services.and.venues","S9_Flag","S10_Intra.Travel","S10_Flag","S11_Inter.Travel","S11_Flag","S12_Curfew","S12_Flag","stringencyIndex.x","stringencyIndex.y"
"1","Alberta","2020-03-01",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"2","Alberta","2020-03-02",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"3","Alberta","2020-03-03",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"4","Alberta","2020-03-04",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"5","Alberta","2020-03-05",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"6","Alberta","2020-03-06",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"7","Alberta","2020-03-07",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"8","Alberta","2020-03-08",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"9","Alberta","2020-03-09",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"10","Alberta","2020-03-10",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"11","Alberta","2020-03-11",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"12","Alberta","2020-03-12",3,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,7.7,7.72727272727273
"13","Alberta","2020-03-13",3,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,7.7,7.72727272727273
"14","Alberta","2020-03-14",3,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,7.7,7.72727272727273
"15","Alberta","2020-03-15",3,1,0,NA,3,1,0,NA,1,1,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,21.4,21.3636363636364
"16","Alberta","2020-03-16",3,1,0,NA,3,1,0,NA,1,1,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,21.4,21.3636363636364
"17","Alberta","2020-03-17",4,1,0,NA,3,1,0,NA,1,1,1,1,1,1,0,NA,2,1,0,NA,0,NA,0,NA,39.1,39.0909090909091
"18","Alberta","2020-03-18",4,1,0,NA,3,1,0,NA,1,1,1,1,1,1,0,NA,2,1,0,NA,0,NA,0,NA,39.1,39.0909090909091
"19","Alberta","2020-03-19",4,1,0,NA,3,1,0,NA,1,1,1,1,1,1,0,NA,2,1,0,NA,0,NA,0,NA,39.1,39.0909090909091
"20","Alberta","2020-03-20",4,1,0,NA,3,1,0,NA,1,1,1,1,1,1,0,NA,2,1,0,NA,0,NA,0,NA,39.1,39.0909090909091
"21","Alberta","2020-03-21",4,1,0,NA,3,1,0,NA,1,1,1,1,1,1,0,NA,2,1,0,NA,0,NA,0,NA,39.1,39.0909090909091
"22","Alberta","2020-03-22",4,1,0,NA,3,1,0,NA,1,1,1,1,1,1,0,NA,2,1,0,NA,0,NA,0,NA,39.1,39.0909090909091
"23","Alberta","2020-03-23",4,1,0,NA,3,1,0,NA,1,1,1,1,1,1,0,NA,2,1,0,NA,0,NA,0,NA,39.1,39.0909090909091
"24","Alberta","2020-03-24",4,1,0,NA,3,1,0,NA,1,1,1,1,1,1,0,NA,2,1,0,NA,0,NA,0,NA,39.1,39.0909090909091
"25","Alberta","2020-03-25",4,1,0,NA,3,1,0,NA,1,1,1,1,1,1,0,NA,2,1,0,NA,0,NA,0,NA,39.1,39.0909090909091
"26","Alberta","2020-03-26",4,1,0,NA,3,1,0,NA,1,1,1,1,1,1,0,NA,2,1,0,NA,0,NA,0,NA,39.1,39.0909090909091
"27","Alberta","2020-03-27",4,1,0,NA,3,1,0,NA,1,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,57.3,57.2727272727273
"28","Alberta","2020-03-28",4,1,0,NA,3,1,0,NA,1,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,57.3,57.2727272727273
"29","Alberta","2020-03-29",4,1,0,NA,3,1,0,NA,1,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,57.3,57.2727272727273
"30","Alberta","2020-03-30",4,1,0,NA,3,1,0,NA,1,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,57.3,57.2727272727273
"31","Alberta","2020-03-31",4,1,0,NA,3,1,0,NA,1,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,57.3,57.2727272727273
"32","Alberta","2020-04-01",4,1,0,NA,3,1,0,NA,1,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,57.3,57.2727272727273
"33","Alberta","2020-04-02",4,1,0,NA,3,1,0,NA,1,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,57.3,57.2727272727273
"34","Alberta","2020-04-03",4,1,0,NA,3,1,0,NA,1,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,57.3,57.2727272727273
"35","Alberta","2020-04-04",4,1,0,NA,3,1,0,NA,1,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,57.3,57.2727272727273
"36","Alberta","2020-04-05",4,1,0,NA,3,1,0,NA,1,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,57.3,57.2727272727273
"37","Alberta","2020-04-06",4,1,0,NA,3,1,0,NA,1,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,57.3,57.2727272727273
"38","Alberta","2020-04-07",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"39","Alberta","2020-04-08",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"40","Alberta","2020-04-09",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"41","Alberta","2020-04-10",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"42","Alberta","2020-04-11",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"43","Alberta","2020-04-12",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"44","Alberta","2020-04-13",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"45","Alberta","2020-04-14",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"46","Alberta","2020-04-15",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"47","Alberta","2020-04-16",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"48","Alberta","2020-04-17",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"49","Alberta","2020-04-18",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"50","Alberta","2020-04-19",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"51","Alberta","2020-04-20",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"52","Alberta","2020-04-21",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"53","Alberta","2020-04-22",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"54","Alberta","2020-04-23",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"55","Alberta","2020-04-24",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"56","Alberta","2020-04-25",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"57","Alberta","2020-04-26",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"58","Alberta","2020-04-27",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"59","Alberta","2020-04-28",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"60","Alberta","2020-04-29",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"61","Alberta","2020-04-30",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"62","Alberta","2020-05-01",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"63","Alberta","2020-05-02",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"64","Alberta","2020-05-03",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"65","Alberta","2020-05-04",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"66","Alberta","2020-05-05",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"67","Alberta","2020-05-06",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"68","Alberta","2020-05-07",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"69","Alberta","2020-05-08",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"70","Alberta","2020-05-09",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"71","Alberta","2020-05-10",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"72","Alberta","2020-05-11",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"73","Alberta","2020-05-12",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"74","Alberta","2020-05-13",4,1,0,NA,3,1,0,NA,2,1,2,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8,61.8181818181818
"75","Alberta","2020-05-14",4,1,1,1,3,1,0,NA,2,1,2,0,2,0,2,0,2,0,0,NA,0,NA,0,NA,52.7,52.7272727272727
"76","Alberta","2020-05-15",4,1,1,1,3,1,0,NA,2,1,2,0,2,0,2,0,2,0,0,NA,0,NA,0,NA,52.7,52.7272727272727
"77","Alberta","2020-05-16",4,1,1,1,3,1,0,NA,2,1,2,0,2,0,2,0,2,0,0,NA,0,NA,0,NA,52.7,52.7272727272727
"78","Alberta","2020-05-17",4,1,1,1,3,1,0,NA,2,1,2,0,2,0,2,0,2,0,0,NA,0,NA,0,NA,52.7,52.7272727272727
"79","Alberta","2020-05-18",4,1,1,1,3,1,0,NA,2,1,2,0,2,0,2,0,2,0,0,NA,0,NA,0,NA,52.7,52.7272727272727
"80","Alberta","2020-05-19",4,1,1,1,3,1,0,NA,2,1,2,0,2,0,2,0,2,0,0,NA,0,NA,0,NA,52.7,52.7272727272727
"81","Alberta","2020-05-20",4,1,1,1,3,1,0,NA,2,1,2,0,2,0,2,0,2,0,0,NA,0,NA,0,NA,52.7,52.7272727272727
"82","Alberta","2020-05-21",4,1,1,1,3,1,0,NA,2,1,2,0,2,0,2,0,2,0,0,NA,0,NA,0,NA,52.7,52.7272727272727
"83","Alberta","2020-05-22",4,1,1,1,3,1,0,NA,2,1,2,0,2,0,2,0,2,0,0,NA,0,NA,0,NA,52.7,52.7272727272727
"84","Alberta","2020-05-23",4,1,1,1,3,1,0,NA,2,1,2,0,2,0,2,0,2,0,0,NA,0,NA,0,NA,52.7,52.7272727272727
"85","Alberta","2020-05-24",4,1,1,1,3,1,0,NA,2,1,2,0,2,0,2,0,2,0,0,NA,0,NA,0,NA,52.7,52.7272727272727
"86","Alberta","2020-05-25",4,1,1,1,3,1,0,NA,2,1,2,0,1,1,1,1,1,1,0,NA,0,NA,0,NA,45.9,45.9090909090909
"87","Alberta","2020-05-26",4,1,1,1,3,1,0,NA,2,1,2,0,1,1,1,1,1,1,0,NA,0,NA,0,NA,45.9,45.9090909090909
"88","Alberta","2020-05-27",4,1,1,1,3,1,0,NA,2,1,2,0,1,1,1,1,1,1,0,NA,0,NA,0,NA,45.9,45.9090909090909
"89","Alberta","2020-05-28",4,1,1,1,3,1,0,NA,2,1,2,0,1,1,1,1,1,1,0,NA,0,NA,0,NA,45.9,45.9090909090909
"90","Alberta","2020-05-29",4,1,1,1,3,1,0,NA,2,1,2,0,1,1,1,1,1,1,0,NA,0,NA,0,NA,45.9,45.9090909090909
"91","Alberta","2020-05-30",4,1,1,1,3,1,0,NA,2,1,2,0,1,1,1,1,1,1,0,NA,0,NA,0,NA,45.9,45.9090909090909
"92","Alberta","2020-05-31",4,1,1,1,3,1,0,NA,2,1,2,0,1,1,1,1,1,1,0,NA,0,NA,0,NA,45.9,45.9090909090909
"93","Alberta","2020-06-01",4,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,43.6,43.6363636363636
"94","Alberta","2020-06-02",4,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,43.6,43.6363636363636
"95","Alberta","2020-06-03",4,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,43.6,43.6363636363636
"96","Alberta","2020-06-04",4,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,43.6,43.6363636363636
"97","Alberta","2020-06-05",4,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,43.6,43.6363636363636
"98","Alberta","2020-06-06",4,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,43.6,43.6363636363636
"99","Alberta","2020-06-07",4,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,43.6,43.6363636363636
"100","Alberta","2020-06-08",4,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,43.6,43.6363636363636
"101","Alberta","2020-06-09",4,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,43.6,43.6363636363636
"102","Alberta","2020-06-10",4,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,43.6,43.6363636363636
"103","Alberta","2020-06-11",4,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,43.6,43.6363636363636
"104","Alberta","2020-06-12",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"105","Alberta","2020-06-13",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"106","Alberta","2020-06-14",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"107","Alberta","2020-06-15",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"108","Alberta","2020-06-16",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"109","Alberta","2020-06-17",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"110","Alberta","2020-06-18",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"111","Alberta","2020-06-19",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"112","Alberta","2020-06-20",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"113","Alberta","2020-06-21",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"114","Alberta","2020-06-22",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"115","Alberta","2020-06-23",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"116","Alberta","2020-06-24",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"117","Alberta","2020-06-25",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"118","Alberta","2020-06-26",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"119","Alberta","2020-06-27",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"120","Alberta","2020-06-28",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"121","Alberta","2020-06-29",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"122","Alberta","2020-06-30",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"123","Alberta","2020-07-01",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"124","Alberta","2020-07-02",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"125","Alberta","2020-07-03",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"126","Alberta","2020-07-04",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"127","Alberta","2020-07-05",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"128","Alberta","2020-07-06",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"129","Alberta","2020-07-07",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"130","Alberta","2020-07-08",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"131","Alberta","2020-07-09",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"132","Alberta","2020-07-10",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"133","Alberta","2020-07-11",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"134","Alberta","2020-07-12",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"135","Alberta","2020-07-13",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"136","Alberta","2020-07-14",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"137","Alberta","2020-07-15",3,1,1,1,3,1,0,NA,2,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8,41.8181818181818
"138","Alberta","2020-07-16",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"139","Alberta","2020-07-17",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"140","Alberta","2020-07-18",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"141","Alberta","2020-07-19",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"142","Alberta","2020-07-20",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"143","Alberta","2020-07-21",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"144","Alberta","2020-07-22",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"145","Alberta","2020-07-23",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"146","Alberta","2020-07-24",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"147","Alberta","2020-07-25",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"148","Alberta","2020-07-26",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"149","Alberta","2020-07-27",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"150","Alberta","2020-07-28",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"151","Alberta","2020-07-29",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"152","Alberta","2020-07-30",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"153","Alberta","2020-07-31",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"154","Alberta","2020-08-01",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"155","Alberta","2020-08-02",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"156","Alberta","2020-08-03",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"157","Alberta","2020-08-04",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"158","Alberta","2020-08-05",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"159","Alberta","2020-08-06",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"160","Alberta","2020-08-07",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"161","Alberta","2020-08-08",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"162","Alberta","2020-08-09",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"163","Alberta","2020-08-10",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"164","Alberta","2020-08-11",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"165","Alberta","2020-08-12",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"166","Alberta","2020-08-13",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"167","Alberta","2020-08-14",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"168","Alberta","2020-08-15",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"169","Alberta","2020-08-16",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"170","Alberta","2020-08-17",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"171","Alberta","2020-08-18",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
"172","Alberta","2020-08-19",3,1,1,1,3,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3,37.2727272727273
