"","Province.Territory","date","S1_Gathering","S1_Flag","S2_Masks.Public","S2_Flag","S3_Schools","S3_Flag","S4_Masks.Schools","S4_Flag","S5_Care.home.visitation","S5_Flag","S6_Dining.and.restaurants","S6_Flag","S7_Non.essential.retail.business","S7_Flag","S8_Non.essential.services","S8_Flag","S9_Cultural.services.and.venues","S9_Flag","S10_Intra.Travel","S10_Flag","S11_Inter.Travel","S11_Flag","S12_Curfew","S12_Flag","stringencyIndex"
"1946","New Brunswick","2021-06-28",4,1,3,1,1,1,3,1,1,1,0,"na",1,1,1,1,1,1,0,NA,0,NA,0,NA,37.6
"1947","New Brunswick","2021-06-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1948","New Brunswick","2021-06-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1949","Newfoundland and Labrador","2020-03-01",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"1950","Newfoundland and Labrador","2020-03-02",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"1951","Newfoundland and Labrador","2020-03-03",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"1952","Newfoundland and Labrador","2020-03-04",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"1953","Newfoundland and Labrador","2020-03-05",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"1954","Newfoundland and Labrador","2020-03-06",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"1955","Newfoundland and Labrador","2020-03-07",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"1956","Newfoundland and Labrador","2020-03-08",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"1957","Newfoundland and Labrador","2020-03-09",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"1958","Newfoundland and Labrador","2020-03-10",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"1959","Newfoundland and Labrador","2020-03-11",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"1960","Newfoundland and Labrador","2020-03-12",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"1961","Newfoundland and Labrador","2020-03-13",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,4.5
"1962","Newfoundland and Labrador","2020-03-14",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,4.5
"1963","Newfoundland and Labrador","2020-03-15",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,4.5
"1964","Newfoundland and Labrador","2020-03-16",0,NA,0,NA,3,1,0,NA,1,1,0,NA,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,18.2
"1965","Newfoundland and Labrador","2020-03-17",0,NA,0,NA,3,1,0,NA,1,1,0,NA,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,18.2
"1966","Newfoundland and Labrador","2020-03-18",4,1,0,NA,3,1,0,NA,1,1,1,"1",0,NA,1,1,1,1,0,NA,0,NA,0,NA,34.5
"1967","Newfoundland and Labrador","2020-03-19",4,1,0,NA,3,1,0,NA,1,1,1,"1",0,NA,1,1,1,1,0,NA,0,NA,0,NA,34.5
"1968","Newfoundland and Labrador","2020-03-20",4,1,0,NA,3,1,0,NA,1,1,1,"1",0,NA,1,1,1,1,0,NA,0,NA,0,NA,34.5
"1969","Newfoundland and Labrador","2020-03-21",4,1,0,NA,3,1,0,NA,1,1,1,"1",0,NA,1,1,1,1,0,NA,0,NA,0,NA,34.5
"1970","Newfoundland and Labrador","2020-03-22",4,1,0,NA,3,1,0,NA,1,1,1,"1",0,NA,1,1,1,1,0,NA,0,NA,0,NA,34.5
"1971","Newfoundland and Labrador","2020-03-23",5,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1972","Newfoundland and Labrador","2020-03-24",5,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1973","Newfoundland and Labrador","2020-03-25",5,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1974","Newfoundland and Labrador","2020-03-26",5,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1975","Newfoundland and Labrador","2020-03-27",5,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1976","Newfoundland and Labrador","2020-03-28",5,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1977","Newfoundland and Labrador","2020-03-29",5,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1978","Newfoundland and Labrador","2020-03-30",5,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1979","Newfoundland and Labrador","2020-03-31",5,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1980","Newfoundland and Labrador","2020-04-01",5,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1981","Newfoundland and Labrador","2020-04-02",5,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1982","Newfoundland and Labrador","2020-04-03",5,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1983","Newfoundland and Labrador","2020-04-04",5,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1984","Newfoundland and Labrador","2020-04-05",5,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1985","Newfoundland and Labrador","2020-04-06",5,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1986","Newfoundland and Labrador","2020-04-07",5,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1987","Newfoundland and Labrador","2020-04-08",5,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1988","Newfoundland and Labrador","2020-04-09",5,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1989","Newfoundland and Labrador","2020-04-10",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1990","Newfoundland and Labrador","2020-04-11",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1991","Newfoundland and Labrador","2020-04-12",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1992","Newfoundland and Labrador","2020-04-13",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1993","Newfoundland and Labrador","2020-04-14",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1994","Newfoundland and Labrador","2020-04-15",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1995","Newfoundland and Labrador","2020-04-16",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1996","Newfoundland and Labrador","2020-04-17",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1997","Newfoundland and Labrador","2020-04-18",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1998","Newfoundland and Labrador","2020-04-19",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"1999","Newfoundland and Labrador","2020-04-20",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"2000","Newfoundland and Labrador","2020-04-21",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"2001","Newfoundland and Labrador","2020-04-22",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"2002","Newfoundland and Labrador","2020-04-23",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"2003","Newfoundland and Labrador","2020-04-24",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"2004","Newfoundland and Labrador","2020-04-25",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"2005","Newfoundland and Labrador","2020-04-26",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,63.6
"2006","Newfoundland and Labrador","2020-04-27",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2007","Newfoundland and Labrador","2020-04-28",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2008","Newfoundland and Labrador","2020-04-29",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2009","Newfoundland and Labrador","2020-04-30",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2010","Newfoundland and Labrador","2020-05-01",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2011","Newfoundland and Labrador","2020-05-02",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2012","Newfoundland and Labrador","2020-05-03",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2013","Newfoundland and Labrador","2020-05-04",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2014","Newfoundland and Labrador","2020-05-05",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2015","Newfoundland and Labrador","2020-05-06",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2016","Newfoundland and Labrador","2020-05-07",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2017","Newfoundland and Labrador","2020-05-08",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2018","Newfoundland and Labrador","2020-05-09",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2019","Newfoundland and Labrador","2020-05-10",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2020","Newfoundland and Labrador","2020-05-11",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2021","Newfoundland and Labrador","2020-05-12",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2022","Newfoundland and Labrador","2020-05-13",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2023","Newfoundland and Labrador","2020-05-14",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2024","Newfoundland and Labrador","2020-05-15",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2025","Newfoundland and Labrador","2020-05-16",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2026","Newfoundland and Labrador","2020-05-17",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2027","Newfoundland and Labrador","2020-05-18",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2028","Newfoundland and Labrador","2020-05-19",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2029","Newfoundland and Labrador","2020-05-20",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2030","Newfoundland and Labrador","2020-05-21",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2031","Newfoundland and Labrador","2020-05-22",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2032","Newfoundland and Labrador","2020-05-23",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2033","Newfoundland and Labrador","2020-05-24",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2034","Newfoundland and Labrador","2020-05-25",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2035","Newfoundland and Labrador","2020-05-26",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2036","Newfoundland and Labrador","2020-05-27",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2037","Newfoundland and Labrador","2020-05-28",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2038","Newfoundland and Labrador","2020-05-29",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2039","Newfoundland and Labrador","2020-05-30",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2040","Newfoundland and Labrador","2020-05-31",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2041","Newfoundland and Labrador","2020-06-01",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2042","Newfoundland and Labrador","2020-06-02",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2043","Newfoundland and Labrador","2020-06-03",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2044","Newfoundland and Labrador","2020-06-04",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2045","Newfoundland and Labrador","2020-06-05",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2046","Newfoundland and Labrador","2020-06-06",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2047","Newfoundland and Labrador","2020-06-07",5,1,1,1,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,1,"1",0,NA,72.7
"2048","Newfoundland and Labrador","2020-06-08",4,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,52.7
"2049","Newfoundland and Labrador","2020-06-09",4,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,52.7
"2050","Newfoundland and Labrador","2020-06-10",4,1,1,1,3,1,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,48.2
"2051","Newfoundland and Labrador","2020-06-11",4,1,1,1,3,1,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,48.2
"2052","Newfoundland and Labrador","2020-06-12",4,1,1,1,3,1,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,48.2
"2053","Newfoundland and Labrador","2020-06-13",4,1,1,1,3,1,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,48.2
"2054","Newfoundland and Labrador","2020-06-14",4,1,1,1,3,1,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,48.2
"2055","Newfoundland and Labrador","2020-06-15",4,1,1,1,3,1,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,48.2
"2056","Newfoundland and Labrador","2020-06-16",4,1,1,1,3,1,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,48.2
"2057","Newfoundland and Labrador","2020-06-17",4,1,1,1,3,1,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,48.2
"2058","Newfoundland and Labrador","2020-06-18",4,1,1,1,3,1,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,48.2
"2059","Newfoundland and Labrador","2020-06-19",4,1,1,1,3,1,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,48.2
"2060","Newfoundland and Labrador","2020-06-20",4,1,1,1,3,1,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,48.2
"2061","Newfoundland and Labrador","2020-06-21",4,1,1,1,3,1,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,48.2
"2062","Newfoundland and Labrador","2020-06-22",4,1,1,1,3,1,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,48.2
"2063","Newfoundland and Labrador","2020-06-23",4,1,1,1,3,1,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,48.2
"2064","Newfoundland and Labrador","2020-06-24",4,1,1,1,3,1,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,48.2
"2065","Newfoundland and Labrador","2020-06-25",4,1,1,1,3,1,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,48.2
"2066","Newfoundland and Labrador","2020-06-26",4,1,1,1,3,1,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,48.2
"2067","Newfoundland and Labrador","2020-06-27",4,1,1,1,3,1,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,48.2
"2068","Newfoundland and Labrador","2020-06-28",4,1,1,1,3,1,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,48.2
"2069","Newfoundland and Labrador","2020-06-29",4,1,1,1,3,1,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,48.2
"2070","Newfoundland and Labrador","2020-06-30",4,1,1,1,3,1,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,48.2
"2071","Newfoundland and Labrador","2020-07-01",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2072","Newfoundland and Labrador","2020-07-02",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2073","Newfoundland and Labrador","2020-07-03",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2074","Newfoundland and Labrador","2020-07-04",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2075","Newfoundland and Labrador","2020-07-05",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2076","Newfoundland and Labrador","2020-07-06",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2077","Newfoundland and Labrador","2020-07-07",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2078","Newfoundland and Labrador","2020-07-08",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2079","Newfoundland and Labrador","2020-07-09",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2080","Newfoundland and Labrador","2020-07-10",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2081","Newfoundland and Labrador","2020-07-11",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2082","Newfoundland and Labrador","2020-07-12",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2083","Newfoundland and Labrador","2020-07-13",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2084","Newfoundland and Labrador","2020-07-14",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2085","Newfoundland and Labrador","2020-07-15",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2086","Newfoundland and Labrador","2020-07-16",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2087","Newfoundland and Labrador","2020-07-17",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2088","Newfoundland and Labrador","2020-07-18",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2089","Newfoundland and Labrador","2020-07-19",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2090","Newfoundland and Labrador","2020-07-20",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2091","Newfoundland and Labrador","2020-07-21",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2092","Newfoundland and Labrador","2020-07-22",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2093","Newfoundland and Labrador","2020-07-23",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2094","Newfoundland and Labrador","2020-07-24",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2095","Newfoundland and Labrador","2020-07-25",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2096","Newfoundland and Labrador","2020-07-26",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2097","Newfoundland and Labrador","2020-07-27",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2098","Newfoundland and Labrador","2020-07-28",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2099","Newfoundland and Labrador","2020-07-29",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2100","Newfoundland and Labrador","2020-07-30",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2101","Newfoundland and Labrador","2020-07-31",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2102","Newfoundland and Labrador","2020-08-01",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2103","Newfoundland and Labrador","2020-08-02",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2104","Newfoundland and Labrador","2020-08-03",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2105","Newfoundland and Labrador","2020-08-04",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2106","Newfoundland and Labrador","2020-08-05",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2107","Newfoundland and Labrador","2020-08-06",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2108","Newfoundland and Labrador","2020-08-07",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2109","Newfoundland and Labrador","2020-08-08",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2110","Newfoundland and Labrador","2020-08-09",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2111","Newfoundland and Labrador","2020-08-10",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2112","Newfoundland and Labrador","2020-08-11",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2113","Newfoundland and Labrador","2020-08-12",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
"2114","Newfoundland and Labrador","2020-08-13",4,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,1,"1",0,NA,39.1
