"","Province.Territory","date","S1_Gathering","S1_Flag","S2_Masks.Public","S2_Flag","S3_Schools","S3_Flag","S4_Masks.Schools","S4_Flag","S5_Care.home.visitation","S5_Flag","S6_Dining.and.restaurants","S6_Flag","S7_Non.essential.retail.business","S7_Flag","S8_Non.essential.services","S8_Flag","S9_Cultural.services.and.venues","S9_Flag","S10_Intra.Travel","S10_Flag","S11_Inter.Travel","S11_Flag","S12_Curfew","S12_Flag","stringencyIndex"
"1","Alberta","2020-03-01",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2","Alberta","2020-03-02",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"3","Alberta","2020-03-03",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"4","Alberta","2020-03-04",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"5","Alberta","2020-03-05",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"6","Alberta","2020-03-06",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"7","Alberta","2020-03-07",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"8","Alberta","2020-03-08",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"9","Alberta","2020-03-09",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"10","Alberta","2020-03-10",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"11","Alberta","2020-03-11",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"12","Alberta","2020-03-12",3,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,7.7
"13","Alberta","2020-03-13",3,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,7.7
"14","Alberta","2020-03-14",3,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,7.7
"15","Alberta","2020-03-15",3,1,0,NA,3,1,0,NA,1,1,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,21.4
"16","Alberta","2020-03-16",3,1,0,NA,3,1,0,NA,1,1,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,21.4
"17","Alberta","2020-03-17",4,1,0,NA,3,1,0,NA,1,1,1,"1",1,1,0,NA,2,1,0,NA,0,NA,0,NA,39.1
"18","Alberta","2020-03-18",4,1,0,NA,3,1,0,NA,1,1,1,"1",1,1,0,NA,2,1,0,NA,0,NA,0,NA,39.1
"19","Alberta","2020-03-19",4,1,0,NA,3,1,0,NA,1,1,1,"1",1,1,0,NA,2,1,0,NA,0,NA,0,NA,39.1
"20","Alberta","2020-03-20",4,1,0,NA,3,1,0,NA,1,1,1,"1",1,1,0,NA,2,1,0,NA,0,NA,0,NA,39.1
"21","Alberta","2020-03-21",4,1,0,NA,3,1,0,NA,1,1,1,"1",1,1,0,NA,2,1,0,NA,0,NA,0,NA,39.1
"22","Alberta","2020-03-22",4,1,0,NA,3,1,0,NA,1,1,1,"1",1,1,0,NA,2,1,0,NA,0,NA,0,NA,39.1
"23","Alberta","2020-03-23",4,1,0,NA,3,1,0,NA,1,1,1,"1",1,1,0,NA,2,1,0,NA,0,NA,0,NA,39.1
"24","Alberta","2020-03-24",4,1,0,NA,3,1,0,NA,1,1,1,"1",1,1,0,NA,2,1,0,NA,0,NA,0,NA,39.1
"25","Alberta","2020-03-25",4,1,0,NA,3,1,0,NA,1,1,1,"1",1,1,0,NA,2,1,0,NA,0,NA,0,NA,39.1
"26","Alberta","2020-03-26",4,1,0,NA,3,1,0,NA,1,1,1,"1",1,1,0,NA,2,1,0,NA,0,NA,0,NA,39.1
"27","Alberta","2020-03-27",4,1,0,NA,3,1,0,NA,1,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,57.3
"28","Alberta","2020-03-28",4,1,0,NA,3,1,0,NA,1,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,57.3
"29","Alberta","2020-03-29",4,1,0,NA,3,1,0,NA,1,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,57.3
"30","Alberta","2020-03-30",4,1,0,NA,3,1,0,NA,1,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,57.3
"31","Alberta","2020-03-31",4,1,0,NA,3,1,0,NA,1,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,57.3
"32","Alberta","2020-04-01",4,1,0,NA,3,1,0,NA,1,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,57.3
"33","Alberta","2020-04-02",4,1,0,NA,3,1,0,NA,1,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,57.3
"34","Alberta","2020-04-03",4,1,0,NA,3,1,0,NA,1,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,57.3
"35","Alberta","2020-04-04",4,1,0,NA,3,1,0,NA,1,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,57.3
"36","Alberta","2020-04-05",4,1,0,NA,3,1,0,NA,1,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,57.3
"37","Alberta","2020-04-06",4,1,0,NA,3,1,0,NA,1,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,57.3
"38","Alberta","2020-04-07",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"39","Alberta","2020-04-08",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"40","Alberta","2020-04-09",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"41","Alberta","2020-04-10",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"42","Alberta","2020-04-11",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"43","Alberta","2020-04-12",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"44","Alberta","2020-04-13",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"45","Alberta","2020-04-14",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"46","Alberta","2020-04-15",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"47","Alberta","2020-04-16",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"48","Alberta","2020-04-17",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"49","Alberta","2020-04-18",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"50","Alberta","2020-04-19",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"51","Alberta","2020-04-20",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"52","Alberta","2020-04-21",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"53","Alberta","2020-04-22",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"54","Alberta","2020-04-23",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"55","Alberta","2020-04-24",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"56","Alberta","2020-04-25",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"57","Alberta","2020-04-26",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"58","Alberta","2020-04-27",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"59","Alberta","2020-04-28",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"60","Alberta","2020-04-29",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"61","Alberta","2020-04-30",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"62","Alberta","2020-05-01",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"63","Alberta","2020-05-02",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"64","Alberta","2020-05-03",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"65","Alberta","2020-05-04",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"66","Alberta","2020-05-05",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"67","Alberta","2020-05-06",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"68","Alberta","2020-05-07",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"69","Alberta","2020-05-08",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"70","Alberta","2020-05-09",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"71","Alberta","2020-05-10",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"72","Alberta","2020-05-11",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"73","Alberta","2020-05-12",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"74","Alberta","2020-05-13",4,1,0,NA,3,1,0,NA,2,1,2,"1",2,1,2,1,2,1,0,NA,0,NA,0,NA,61.8
"75","Alberta","2020-05-14",4,1,1,1,3,1,0,NA,2,1,2,"0",2,0,2,0,2,0,0,NA,0,NA,0,NA,52.7
"76","Alberta","2020-05-15",4,1,1,1,3,1,0,NA,2,1,2,"0",2,0,2,0,2,0,0,NA,0,NA,0,NA,52.7
"77","Alberta","2020-05-16",4,1,1,1,3,1,0,NA,2,1,2,"0",2,0,2,0,2,0,0,NA,0,NA,0,NA,52.7
"78","Alberta","2020-05-17",4,1,1,1,3,1,0,NA,2,1,2,"0",2,0,2,0,2,0,0,NA,0,NA,0,NA,52.7
"79","Alberta","2020-05-18",4,1,1,1,3,1,0,NA,2,1,2,"0",2,0,2,0,2,0,0,NA,0,NA,0,NA,52.7
"80","Alberta","2020-05-19",4,1,1,1,3,1,0,NA,2,1,2,"0",2,0,2,0,2,0,0,NA,0,NA,0,NA,52.7
"81","Alberta","2020-05-20",4,1,1,1,3,1,0,NA,2,1,2,"0",2,0,2,0,2,0,0,NA,0,NA,0,NA,52.7
"82","Alberta","2020-05-21",4,1,1,1,3,1,0,NA,2,1,2,"0",2,0,2,0,2,0,0,NA,0,NA,0,NA,52.7
"83","Alberta","2020-05-22",4,1,1,1,3,1,0,NA,2,1,2,"0",2,0,2,0,2,0,0,NA,0,NA,0,NA,52.7
"84","Alberta","2020-05-23",4,1,1,1,3,1,0,NA,2,1,2,"0",2,0,2,0,2,0,0,NA,0,NA,0,NA,52.7
"85","Alberta","2020-05-24",4,1,1,1,3,1,0,NA,2,1,2,"0",2,0,2,0,2,0,0,NA,0,NA,0,NA,52.7
"86","Alberta","2020-05-25",4,1,1,1,3,1,0,NA,2,1,2,"0",1,1,1,1,1,1,0,NA,0,NA,0,NA,45.9
"87","Alberta","2020-05-26",4,1,1,1,3,1,0,NA,2,1,2,"0",1,1,1,1,1,1,0,NA,0,NA,0,NA,45.9
"88","Alberta","2020-05-27",4,1,1,1,3,1,0,NA,2,1,2,"0",1,1,1,1,1,1,0,NA,0,NA,0,NA,45.9
"89","Alberta","2020-05-28",4,1,1,1,3,1,0,NA,2,1,2,"0",1,1,1,1,1,1,0,NA,0,NA,0,NA,45.9
"90","Alberta","2020-05-29",4,1,1,1,3,1,0,NA,2,1,2,"0",1,1,1,1,1,1,0,NA,0,NA,0,NA,45.9
"91","Alberta","2020-05-30",4,1,1,1,3,1,0,NA,2,1,2,"0",1,1,1,1,1,1,0,NA,0,NA,0,NA,45.9
"92","Alberta","2020-05-31",4,1,1,1,3,1,0,NA,2,1,2,"0",1,1,1,1,1,1,0,NA,0,NA,0,NA,45.9
"93","Alberta","2020-06-01",4,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,43.6
"94","Alberta","2020-06-02",4,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,43.6
"95","Alberta","2020-06-03",4,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,43.6
"96","Alberta","2020-06-04",4,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,43.6
"97","Alberta","2020-06-05",4,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,43.6
"98","Alberta","2020-06-06",4,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,43.6
"99","Alberta","2020-06-07",4,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,43.6
"100","Alberta","2020-06-08",4,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,43.6
"101","Alberta","2020-06-09",4,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,43.6
"102","Alberta","2020-06-10",4,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,43.6
"103","Alberta","2020-06-11",4,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,43.6
"104","Alberta","2020-06-12",3,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8
"105","Alberta","2020-06-13",3,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8
"106","Alberta","2020-06-14",3,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8
"107","Alberta","2020-06-15",3,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8
"108","Alberta","2020-06-16",3,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8
"109","Alberta","2020-06-17",3,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8
"110","Alberta","2020-06-18",3,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8
"111","Alberta","2020-06-19",3,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8
"112","Alberta","2020-06-20",3,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8
"113","Alberta","2020-06-21",3,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8
"114","Alberta","2020-06-22",3,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8
"115","Alberta","2020-06-23",3,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8
"116","Alberta","2020-06-24",3,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8
"117","Alberta","2020-06-25",3,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8
"118","Alberta","2020-06-26",3,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8
"119","Alberta","2020-06-27",3,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8
"120","Alberta","2020-06-28",3,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8
"121","Alberta","2020-06-29",3,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8
"122","Alberta","2020-06-30",3,1,1,1,3,1,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,41.8
"123","Alberta","2020-07-01",3,1,1,1,0,NA,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,32.7
"124","Alberta","2020-07-02",3,1,1,1,0,NA,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,32.7
"125","Alberta","2020-07-03",3,1,1,1,0,NA,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,32.7
"126","Alberta","2020-07-04",3,1,1,1,0,NA,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,32.7
"127","Alberta","2020-07-05",3,1,1,1,0,NA,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,32.7
"128","Alberta","2020-07-06",3,1,1,1,0,NA,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,32.7
"129","Alberta","2020-07-07",3,1,1,1,0,NA,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,32.7
"130","Alberta","2020-07-08",3,1,1,1,0,NA,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,32.7
"131","Alberta","2020-07-09",3,1,1,1,0,NA,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,32.7
"132","Alberta","2020-07-10",3,1,1,1,0,NA,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,32.7
"133","Alberta","2020-07-11",3,1,1,1,0,NA,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,32.7
"134","Alberta","2020-07-12",3,1,1,1,0,NA,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,32.7
"135","Alberta","2020-07-13",3,1,1,1,0,NA,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,32.7
"136","Alberta","2020-07-14",3,1,1,1,0,NA,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,32.7
"137","Alberta","2020-07-15",3,1,1,1,0,NA,0,NA,2,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,32.7
"138","Alberta","2020-07-16",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"139","Alberta","2020-07-17",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"140","Alberta","2020-07-18",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"141","Alberta","2020-07-19",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"142","Alberta","2020-07-20",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"143","Alberta","2020-07-21",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"144","Alberta","2020-07-22",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"145","Alberta","2020-07-23",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"146","Alberta","2020-07-24",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"147","Alberta","2020-07-25",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"148","Alberta","2020-07-26",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"149","Alberta","2020-07-27",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"150","Alberta","2020-07-28",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"151","Alberta","2020-07-29",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"152","Alberta","2020-07-30",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"153","Alberta","2020-07-31",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"154","Alberta","2020-08-01",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"155","Alberta","2020-08-02",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"156","Alberta","2020-08-03",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"157","Alberta","2020-08-04",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"158","Alberta","2020-08-05",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"159","Alberta","2020-08-06",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"160","Alberta","2020-08-07",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"161","Alberta","2020-08-08",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"162","Alberta","2020-08-09",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"163","Alberta","2020-08-10",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"164","Alberta","2020-08-11",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"165","Alberta","2020-08-12",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"166","Alberta","2020-08-13",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"167","Alberta","2020-08-14",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"168","Alberta","2020-08-15",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"169","Alberta","2020-08-16",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"170","Alberta","2020-08-17",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"171","Alberta","2020-08-18",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"172","Alberta","2020-08-19",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"173","Alberta","2020-08-20",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"174","Alberta","2020-08-21",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"175","Alberta","2020-08-22",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"176","Alberta","2020-08-23",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"177","Alberta","2020-08-24",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"178","Alberta","2020-08-25",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"179","Alberta","2020-08-26",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"180","Alberta","2020-08-27",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"181","Alberta","2020-08-28",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"182","Alberta","2020-08-29",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"183","Alberta","2020-08-30",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"184","Alberta","2020-08-31",3,1,1,1,0,NA,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,28.2
"185","Alberta","2020-09-01",3,1,1,1,3,1,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3
"186","Alberta","2020-09-02",3,1,1,1,3,1,0,NA,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3
"187","Alberta","2020-09-03",3,1,1,1,1,1,2,1,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3
"188","Alberta","2020-09-04",3,1,1,1,1,1,2,1,1,1,1,"1",1,1,1,1,1,1,0,NA,0,NA,0,NA,37.3
